Row number,Sector,Gas,Activity,Additional aggregation,Category,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
210,Industrial,CH4,Energy,Stationary source,Other,345.45006,380.56618,607.84712,476.25307,400.77052,411.30913,418.35546,411.63925,432.88233,432.41348,425.89678,493.79066,486.60988,454.94671,464.04873,504.32136,537.69929,510.40054,468.81917,388.96543,487.8446
211,Industrial,CH4,Energy,Off-highway vehicle,Oil,31.01972,30.06348,26.81174,27.57194,29.00551,35.55753,43.18475,35.56377,34.81455,35.85821,32.54748,40.97139,45.22828,57.44839,55.46351,54.37504,43.87681,39.49921,51.84669,31.46495,37.58479
212,Industrial,CH4,Energy,Off-highway vehicle,Other,0.03418,0.05269,0.07326,0.1465,0.161,0.20894,0.18776,0.24373,0.2521,0.12966,0.13456,0.50086,0.56646,0.65912,0.70977,0.88111,1.2966,0.94347,1.2207,1.35743,1.95574
213,Industrial,CH4,Energy,,Coal storage,205.52096,266.46692,539.33765,442.20513,492.64568,392.35713,396.92631,425.42158,215.92617,257.43447,278.16206,201.53885,178.82327,180.97703,199.38803,227.89495,231.06957,231.82813,245.73017,151.43037,178.94782
214,Industrial,CH4,Energy,,Oil Refining,1734.13944,1740.42749,1130.7416,1190.89705,1154.6653,1167.14216,1124.61243,1054.29314,981.83934,981.34703,1520.37661,1550.2886,1550.3335,1549.20453,1499.25988,1701.81271,1516.3773,1480.89197,1471.01646,1460.73186,1430.35431
215,Industrial,CH4,other,,Peat mining,700.69755,510.9253,525.52316,481.72957,540.12103,350.34878,291.95731,423.3381,437.93597,496.32743,1094.83992,1211.62285,934.2634,875.87194,919.66554,992.65487,1007.25273,598.51249,700.69755,919.66554,1080.24206
216,Industrial,CH4,other,,Industrial wastewater treatment,5305.96009,6387.1886,6654.09941,6349.5176,6320.86367,6342.51986,6464.05848,6677.01399,6447.45244,6462.08848,6463.62894,6608.86241,7079.12351,7006.59455,7159.30813,7144.80455,7419.38194,7515.27566,7751.38879,7411.19669,7602.27386
217,Industrial,CO2,Energy,,Coal,1778424.1,2032732.451,2723488.805,3319415.91,3507135.576,3121060.741,2660016.01,2948260.3,2800775.21,3388083.622,3665570.886,2376095.772,2144154.976,2362939.191,2556608.2,2653292.872,2774609.895,2858584.157,2953559.741,1900229.79,2057444.966
218,Industrial,CO2,Energy,,Oil,5453565.71,5417702.855,5178196.286,5148682.531,5939252.622,6022904.329,6204763.105,6323117.949,6337019.709,5999600.945,6412119.362,6343240.451,6378413.197,6492641.92,6954138.922,7020728.684,6529171.695,6107477.225,6374265.659,5578280.159,6139190.793
219,Industrial,CO2,Energy,,Natural gas,5169505.534,5441054.075,5481328.821,5760978.939,5566424.522,6269979.456,6080744.795,6368422.359,6211519.875,6188205.984,6262927.004,5451428.756,5615500.262,5568930.765,5699371.983,5604193.025,6104101.124,6748438.776,8581435.14,7707105.958,9327712.779
220,Industrial,CO2,other,,Taconite induration ,1347330.271,1292894.358,1276062.447,1195177.133,1349735.432,1487750.706,1492140.158,1497612.142,1529067.673,1462936.989,1518309.246,1220998.872,1516930.198,1245300.906,1334170.295,1260502.339,1297166.027,1259555.129,1322780.965,662365.8295,1270364.316
221,Industrial,CO2,other,,Steel production,2410.68627,0,0,0,0,0,0,0,0,44589.77344,40063.75894,37784.49709,40264.20077,39887.30548,43456.27091,34932.82635,34569.35647,32303.94276,34497.78821,19008.38104,28102.5546
222,Industrial,CO2,other,,Ammonia Manufacture,32400,32400,32400,32400,32400,32400,32400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Industrial,CO2,other,,Glass manufacture,11446.9281,9196.07843,9196.07843,7872.71895,7954.60784,7786.45098,7888.92157,7973,8417.03922,8644.75163,12056.49673,12265.37908,12588.11765,13238.63072,12104.66667,28233.12955,19424.76423,31415.39275,31741.3319,48692.5122,31266.66321
224,Industrial,CO2,other,,Secondary lead production,0,0,0,0,0,0,0,0,0,6475.245,6563.64,6397.64,6867.42,7705.72,7582.05,8798.415,10949.775,8837.01,9913.935,13043.45,11686.4
225,Industrial,CO2,other,,Paraffinic wax consumption,0,32648.9469,34630.72454,37217.11231,37720.95408,37720.95408,44237.30768,39769.91063,38527.10092,34026.11441,30096.14858,31708.44226,28047.19204,27073.09794,26837.97178,27375.40301,25259.26756,21161.35447,18507.7878,11823.48694,16526.01016
226,Industrial,CO2,other,,Peat Mining/Use,64790.30452,47242.93038,48592.72839,44543.33436,49942.5264,32395.15226,26995.96022,39144.14232,40493.94033,45893.13237,101234.8508,112033.2349,86387.0727,80987.88065,85037.27468,91786.26474,93136.06275,55341.71845,64790.30452,85037.27468,99885.0528
227,Industrial,CO2,other,,Industrial solvent release,29921.18944,30362.19772,30803.20601,31244.21429,31685.22257,32126.23086,32567.23914,33111.01826,32515.32363,26916.96371,25893.57141,26011.41758,24696.1972,24696.1972,24696.1972,24696.1972,20794.32324,16892.44928,12990.57532,12990.57532,12990.57532
228,Industrial,CO2,other,,Other industrial VOC and TRI releases,367436.5163,354742.6547,344156.2016,336937.0389,335683.0108,339406.5926,338220.2416,339259.0637,273755.9195,234805.7248,235289.8227,242990.788,108559.1786,107581.7724,107269.2392,107070.078,108108.6636,109957.1144,111758.5552,110115.7009,109805.9608
229,Industrial,CO,Energy,,Coal,1235,1314.16667,1393.33333,1472.5,1551.66667,1630.83333,1710,1670,1594,1602,1534,1612,2342.70421,2342.70421,2342.70421,2342.70421,2250.3428,2157.9814,2065.62,2065.62,2065.62
230,Industrial,CO,Energy,,Oil,33092,33660.83333,34229.66667,34798.5,35367.33333,35936.16667,36505,36241,35502,34614.1,33561.8,32383.8,39800.82024,38782.20809,37763.59594,36744.98378,33739.39586,30733.80793,27728.22,27728.22,27728.22
231,Industrial,CO,Energy,,Natural gas,2024,2434.5,2845,3255.5,3666,4076.5,4487,4455,4340,4354,4386,4359,3347.82855,3347.82855,3347.82855,3347.82855,3568.3157,3788.80285,4009.29,4009.29,4009.29
232,Industrial,CO,Energy,,Other,129477,115693.8333,101910.6667,88127.5,74344.33333,60561.16667,46778,46013,86496,300659,187361,64217,59875.75891,59875.75891,59875.75891,59875.75891,40894.66261,21913.5663,2932.47,2932.47,2932.47
233,Industrial,CO,Energy,,Oil Refining,59531.8,59170.16667,58808.53333,58446.9,58085.26667,57723.63333,57362,58892,57370,2198.6,2189.6,2189.6,7151.66901,7151.66901,7151.66901,7151.66901,5116.40268,3081.13634,1045.87,1045.87,1045.87
234,Industrial,CO,other,,Other industrial process,7302.46,7138.44333,6974.42667,6810.41,6646.39333,6482.37667,6318.36,6512.62,6348.12,2597.35,2722.16,3421.97,8379.48512,8379.58845,8379.69179,8379.79512,7555.30675,6730.81837,5906.33,5906.33,5906.33
235,Industrial,CO as CO2,Energy,,Oil Refining,93589.34746,93020.82732,92452.30717,91883.78702,91315.26687,90746.74673,90178.22658,92583.52428,90190.8033,3456.39707,3442.24826,3442.24826,11243.06734,11243.06734,11243.06734,11243.06734,8043.44548,4843.82363,1644.20177,1644.20177,1644.20177
236,Industrial,CO as CO2,other,,Other industrial process,11480.12434,11222.27538,10964.42642,10706.57746,10448.7285,10190.87953,9933.03057,10238.42478,9979.81597,4083.26796,4279.48051,5379.64482,13173.30476,13173.46721,13173.62966,13173.79212,11877.62219,10581.45226,9285.28233,9285.28233,9285.28233
237,Industrial,HFCs,other,,Insulating foam manufacture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.68,44.0176,46.3772,43.0554
238,Industrial,SF6,other,,Magnesium casting,6.50898,6.99812,7.48726,8.36381,9.24035,10.1169,10.99344,11.86999,12.02625,12.18252,12.33879,12.49506,12.65132,14.20846,15.76559,17.32273,18.87986,20.437,20.437,20.437,20.437
239,Industrial,Biomass CO2,Biomass,,Solid biomass,1846742.138,1943508.905,2785184.991,2309156.469,2025925.262,2062843.693,2084380.906,2054324.57,2204075.973,2409820.382,2373109.725,2732045.092,2713821.228,2708011.368,3030120.063,3022396.184,3606578.513,3552304.333,3307784.804,1643241.966,1950505.394
240,Industrial,Biomass CO2,Biomass,,Liquid biofuels,580.63751,895.03012,1244.46306,2488.60699,2735.01919,3549.26215,3189.59874,4140.40322,4282.57676,2202.50754,2285.80429,8508.26583,9622.66977,11196.71912,12057.05883,15605.73352,25416.4404,20208.6225,25319.42607,30956.80956,47869.98074
241,Industrial,Biomass CO2,Biomass,,Biogas,1101.22993,5488.94291,5661.01009,5063.07665,9016.68069,21281.81637,18159.44499,22734.09961,24412.9249,18950.53462,22761.7038,17136.52177,20745.65283,23975.54198,25327.62772,28917.04663,38616.44354,46628.93329,48885.10717,28363.8191,33443.18263
242,Transportation,N2O,Energy,,Passenger Cars,1580.29406,1606.25894,1714.50108,1739.91165,1754.15319,1752.93965,1703.20258,1657.55924,1649.29527,1616.58632,1552.42399,1496.36491,1383.64429,1281.76584,1159.2747,1017.65697,900.61365,785.08846,681.43875,592.56737,516.71052
243,Transportation,N2O,Energy,,Light-Duty Trucks,924.22834,1025.59467,1184.44561,1290.42348,1412.48634,1611.48095,1717.66227,1826.97857,1887.86807,1887.10076,1869.98592,1797.24231,1710.13207,1620.07219,1511.3985,1387.9529,1216.29748,1083.45938,903.56036,776.18502,666.50376
244,Transportation,N2O,Energy,,Heavy-Duty Trucks,42.69222,44.74538,47.94127,52.96968,58.1419,62.73608,68.07681,74.23877,73.05776,71.0154,67.89999,63.74567,59.47656,59.86974,57.6846,54.07157,50.92351,46.36042,43.32156,44.28493,45.48431
245,Transportation,N2O,Energy,,School Bus,1.94026,1.96488,1.98817,2.04176,2.24543,2.29466,2.18116,2.06948,1.95767,1.97989,3.31884,3.35725,3.30969,3.27582,3.29211,3.14599,3.66546,3.71613,3.14753,3.14643,3.15709
246,Transportation,N2O,Energy,,Transit Bus,0.21176,0.2075,0.21454,0.22963,0.27071,0.25908,0.22207,0.26422,0.27691,0.289,0.32345,0.34473,0.4035,0.39625,0.33957,0.35927,0.40856,0.41921,0.44349,0.449,0.44886
247,Transportation,N2O,Energy,,Motorcycle,2.20546,1.99258,2.64097,2.85124,2.80248,2.47691,2.48591,2.70365,2.85832,2.73372,2.91905,2.59274,2.67775,2.83897,3.06924,3.1312,3.60953,6.4051,6.24799,6.08113,5.34653
248,Transportation,N2O,Energy,,RV,13.38129,13.54767,13.94168,13.57966,12.95745,11.79337,10.92765,10.19263,10.03787,9.38968,8.65512,8.03288,7.07794,6.27053,5.37924,4.38102,3.47202,2.72095,1.96453,1.45428,1.03072
249,Transportation,N2O,Energy,,Federal Bus,0.0024,0.00294,0.0024,0.00206,0.00191,0.00287,0.00287,0.00308,0.00318,0.00293,0.00317,0.00351,0.00462,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339
250,Transportation,N2O,Energy,,Railroad,17.79906,19.09769,32.26631,28.59673,34.39374,32.37524,20.2019,20.99767,25.74719,17.27024,17.52251,15.20461,14.7201,15.39058,19.19194,23.85173,23.4149,38.29951,27.5927,14.30613,19.72556
251,Transportation,N2O,Energy,,Marine,18.28016,21.27366,17.7686,9.33607,8.99813,11.45355,10.50555,9.78071,9.87007,11.75337,16.9182,15.40882,19.98583,14.47645,19.37123,20.8822,24.51663,26.07669,40.4741,20.92133,23.06641
252,Transportation,N2O,Energy,,Military and Other Off-highway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Transportation,N2O,Energy,,Aviation,118.96622,118.57615,123.14244,129.36718,125.96945,130.38945,138.74659,144.83863,154.42257,142.93101,177.36016,159.42565,146.90011,147.89688,156.85722,158.74004,139.18103,141.66479,130.24691,124.51324,111.73865
254,Transportation,N2O,Energy,,Natural Gas Transmission,15.05531,16.27479,19.68332,21.0582,21.94387,24.26508,24.7881,23.93776,24.26892,26.47557,24.54954,21.61253,26.05207,23.98435,23.818,26.06228,24.02187,23.6219,20.68373,14.28907,16.43132
255,Transportation,CH4,Energy,,Passenger Cars,2427.12876,2324.22111,2389.91255,2366.74989,2315.53528,2019.1688,1910.30779,1790.07821,1704.56506,1611.69402,1495.4012,1396.04972,1257.21816,1148.51733,1030.99938,909.68903,811.97585,732.48116,668.60816,610.21577,553.58608
256,Transportation,CH4,Energy,,Light-Duty Trucks,1427.47521,1415.99235,1457.98292,1511.27375,1547.91932,1580.72823,1569.20626,1553.67754,1505.15785,1430.23528,1359.1312,1278.18687,1193.48121,1114.81552,1047.65023,977.68073,889.88151,828.01364,748.79925,693.56352,656.57625
257,Transportation,CH4,Energy,,Heavy-Duty Trucks,224.19143,220.44076,213.90766,213.49833,213.81933,202.88639,201.32046,205.70591,175.72064,150.38763,128.44899,104.71096,87.96828,75.97166,66.69456,59.89156,53.2267,47.65187,43.10722,44.89524,46.12325
258,Transportation,CH4,Energy,,School Bus,5.45012,5.51929,5.58471,5.73524,6.30734,6.44561,6.12681,5.8131,5.49902,5.56146,1.6944,1.71401,1.68973,1.67244,1.68076,1.60616,1.87137,1.89723,1.60694,1.60638,1.61182
259,Transportation,CH4,Energy,,Transit Bus,0.22499,0.22047,0.22794,0.24398,0.28156,0.26929,0.2347,0.27959,0.28836,0.30128,0.33742,0.36627,0.42872,0.4192,0.35899,0.38172,0.434,0.44527,0.46353,0.47706,0.47692
260,Transportation,CH4,Energy,,Motorcycle,22.21014,20.06634,26.59591,28.71342,28.22241,24.94379,25.03444,27.22716,28.78472,27.52992,29.39629,26.11025,26.96633,28.58987,30.90881,31.53283,36.34979,64.50262,62.92051,61.24011,53.84229
261,Transportation,CH4,Energy,,RV,7.91085,8.00921,8.24214,8.02812,7.67592,7.00147,6.50248,6.08003,6.00345,5.6396,5.22295,4.87308,4.31936,3.85254,3.33058,2.73689,2.19185,1.73917,1.27462,0.96109,0.69715
262,Transportation,CH4,Energy,,Federal Bus,0.00141,0.00172,0.00141,0.00121,0.00112,0.00168,0.00168,0.00181,0.00186,0.00172,0.00186,0.00205,0.00271,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199,0.00199
263,Transportation,CH4,Energy,,Railroad,55.62206,59.68029,100.83223,89.36478,107.48042,101.17262,63.13093,65.61771,80.45996,53.96949,54.75785,47.51442,46.0003,48.09555,59.97482,74.53664,73.17156,119.68597,86.2272,44.70664,61.64238
264,Transportation,CH4,Energy,,Marine,47.77114,56.65862,44.47276,21.91161,22.21354,25.76326,23.68,23.27063,23.26159,25.68988,25.54449,23.42566,31.7549,31.66475,25.42394,35.75761,35.63352,33.08142,33.68387,29.70356,32.05919
265,Transportation,CH4,Energy,,Aviation,169.33801,162.30816,150.76175,157.9362,155.9184,159.78339,164.90359,170.79897,169.79236,169.25996,197.20287,176.30848,181.42019,165.19565,172.26497,175.51231,155.53769,161.81148,145.13084,175.2945,127.14302
266,Transportation,CH4,Energy,,Natural Gas Transmission,33854.2641,32711.10762,36144.4199,36764.84577,36607.9286,37443.78002,39972.37044,41517.7973,41507.90617,41961.78087,42070.79675,40849.30072,41943.18459,43901.50907,44349.85207,44720.74115,44600.58601,45151.44771,45163.20703,44965.5539,46109.52571
267,Transportation,CO2,Energy,,Passenger Cars,11481263.67,11493307.66,11885375.53,11603123,11674288.18,10851585.32,11015430.32,10138761.27,10667475.07,11201920.03,11325798.12,11395671.91,11342278.16,10976294.5,10852486.35,10393299.26,9730548.943,9526088.09,9167727.699,8883548.896,9047787.212
268,Transportation,CO2,Energy,,Light-Duty Trucks,6285155.444,6603333.586,6981910.06,7242364.306,8011296.828,9121739.855,9667252.252,9590484.526,10333218.73,11116083.88,11444477.36,11766392.5,12206391.59,12233196.66,12893714.3,13059943.29,12911341.56,13180243.22,13203423.67,12892530.97,12902612.22
269,Transportation,CO2,Energy,,Heavy-Duty Trucks,4957356.708,5022066.393,5050206.712,5128921.392,5350278.391,5520509.97,5608327.067,5711528.193,5579666.685,5791166.41,6074636.755,6348647.116,6733911.021,6924454.726,6859314.695,6849672.031,6825041.878,6645411.963,6641431.502,6521889.26,6232368.06
270,Transportation,CO2,Energy,,School Bus,175908.3291,179073.6799,180093.2305,214927.1425,255242.6096,173606.5738,164837.2556,144660.8609,133122.7916,146531.9703,137835.6435,125809.7638,94258.06904,126397.8167,127059.1531,120787.0817,138741.1803,140682.7018,119197.8316,117068.7601,116930.2952
271,Transportation,CO2,Energy,,Transit Bus,109425.9079,112087.3269,112196.7547,121299.2616,129730.8385,124309.331,105463.7545,128869.218,135112.363,144303.7225,147615.3139,155751.7714,182799.7833,174717.6276,138791.9529,149552.7159,155686.3697,158929.5904,110889.2189,164212.5267,161596.5529
272,Transportation,CO2,Energy,,Motorcycle,49405.32352,45631.94537,57922.69585,60744.47636,60590.17002,54574.39277,54115.25487,53816.64173,58692.9825,58463.82673,62328.77247,53298.78878,55676.60167,56314.03894,61048.24556,61497.93906,68810.1354,123547.6563,120901.4669,117026.073,107931.3423
273,Transportation,CO2,Energy,,RV,374421.1003,386461.0084,382996.2938,363742.9654,360799.036,342487.3143,322954.173,289355.6836,301087.8278,304238.0802,294469.4869,281401.1946,264749.2056,243489.5312,224314.4671,195440.798,165054.7115,142438.3275,113943.472,115218.7137,114639.2121
274,Transportation,CO2,Energy,,Federal Bus,33.58998,42.18595,32.89185,31.95221,32.43486,33.0453,32.64774,29.84584,30.79443,32.07298,32.0162,30.79728,31.15019,29.70611,29.78774,29.40545,28.54768,28.94127,29.02485,28.86139,30.26569
275,Transportation,CO2,Energy,,Railroad,712686.0018,764684.1148,1291964.415,1145031.894,1377147.765,1296325.839,808897.1996,840760.4501,1030934.34,691511.6289,701612.9573,608802.7659,589402.34,616248.8234,768457.9892,955038.7889,937547.8982,1533537.57,1104829.963,572826.6703,789824.4454
276,Transportation,CO2,Energy,,Marine,691741.6791,806680.8915,653907.0534,329721.7758,323281.2613,395788.8193,364374.2893,339174.7989,343236.3065,397732.2958,482919.9085,442021.9378,577640.9656,471093.7476,524102.7939,619969.2798,704109.5772,698811.8018,988973.1482,596408.255,642443.7363
277,Transportation,CO2,Energy,,Military and Other Off-highway,13942.99685,20411.03116,9208.70537,5525.22322,2271.10402,3005.54065,61299.17192,427146.1127,407857.0457,68876.39042,56891.10125,79023.00361,66058.0812,327563.5137,44446.93097,44858.46066,541637.382,374191.5189,338817.0777,316233.2709,390801.2609
278,Transportation,CO2,Energy,,Aviation,3785770.117,3768864.525,3901552.606,4098455.705,3992287.918,4131191.03,4392396.139,4584316.611,4879065.797,4524433.544,5605320.498,5037849.646,4655282.566,4674683.481,4955847.223,5016157.841,4399249.344,4480198.61,4116563.446,3960865.634,3533434.275
279,Transportation,CO2,Energy,,Natural Gas Transmission,713984.4294,796847.1015,892431.6323,967985.1588,1031755.787,1144275.651,1185118.124,1170998.716,1206573.028,1321352.14,1257981.741,1136071.984,1367016.182,1204204.086,1216997.508,1327184.733,1218035.999,1198099.747,1063639.894,768538.5745,925181.0745
280,Transportation,CO,Energy,,Passenger Cars,1485479.45,1392369.15,1299288.795,1206201.399,1113090.339,1019852.513,926791.7868,893805.3536,869755.7558,799593.8833,871636.7936,852482.6268,645308.5877,614272.6151,583238.6925,552200.7229,697946.8134,843676.9377,989402.1639,989474.1471,989609.3363
281,Transportation,CO,Energy,,Light-Duty Trucks,699031.9568,688267.4078,677514.2532,666729.8995,655957.6819,645270.4699,634530.7004,626495.1862,615436.0415,589404.7407,648608.3168,633640.7493,602054.4987,585304.797,568556.7187,551808.6891,368314.9729,184839.9876,1359.5514,1415.85741,1527.82071
282,Transportation,CO,Energy,,Heavy-Duty Trucks,201407.3392,187978.8734,174542.0782,161117.427,147819.4701,134641.5509,121433.6479,113217.904,103241.7241,97224.84454,89631.23278,80495.45817,69051.02223,63508.80803,58010.55526,52568.83406,64731.45915,76696.35403,88934.52822,88934.52822,88934.52822
283,Transportation,CO,Energy,,Railroad,2020,2056.83333,2093.66667,2130.5,2167.33333,2204.16667,2241,2109,1977,2072,2086,2114,2686.05759,2686.05759,2686.05759,2686.05759,2692.62173,2699.18586,2705.75,2705.75,2705.75
284,Transportation,CO,Energy,,Marine,3741,3775,3809,3843,3877,3911,3945,3765,3585,3826,3664,3676,5725.08022,5725.08022,5725.08022,5725.08022,4889.69015,4054.30007,3218.91,3218.91,3218.91
285,Transportation,CO,Energy,,Military and Other Off-highway,482127,490220.6667,498314.3333,506408,514501.6667,522595.3333,530689,520556,521581,523287,526043,534333,433047.2611,425381.936,417716.6109,410051.2858,396082.2772,382113.2686,368144.26,368144.26,368144.26
286,Transportation,CO,Energy,,Aviation,4048,4177.33333,4306.66667,4436,4565.33333,4694.66667,4824,5321,5817,4770,4863,4374,9552.12799,9552.12799,9552.12799,9552.12799,8674.30866,7796.48933,6918.67,6918.67,6918.67
287,Transportation,CO,Energy,,Natural Gas Transmission,1209.3,1249.7,1623.08,1661.99,1694.47,1855.69,2302.29,2377.93,2895.92492,3007.94492,2697.12514,2012.84422,2356.02504,2195.17059,2018.31379,2260.00092,2040.32259,2717.4835,1830.7175,999.259,999.259
288,Transportation,Ethane,Energy,,Natural Gas Transmission,2162.85213,2089.81913,2309.16363,2348.80087,2338.77588,2392.17604,2553.72045,2652.45335,2651.82143,2680.81819,2687.7829,2609.74501,2679.63013,2804.74188,2833.38523,2857.08027,2849.40391,2884.59688,2885.34815,2872.72066,2945.80575
289,Transportation,Propane,Energy,,Natural Gas Transmission,693.8731,670.4431,740.81187,753.52805,750.31189,767.44341,819.2691,850.94399,850.74127,860.04383,862.27821,837.24257,859.66268,899.80028,908.98946,916.59116,914.12848,925.41887,925.65989,921.60882,945.05553
290,Transportation,Butane,Energy,,Natural Gas Transmission,522.5514,504.90642,557.90069,567.47716,565.0551,577.95673,616.98633,640.84049,640.68782,647.69352,649.37622,630.52203,647.40648,677.63385,684.55416,690.27896,688.42432,696.92705,697.10856,694.05772,711.71529
291,Transportation,HFC-134a,Energy,,MAC,0,2.16788,10.0397,11.57596,28.43008,68.10455,110.98734,178.70151,240.74664,313.93831,378.37611,439.56809,483.9907,505.25197,531.36009,553.52999,575.69223,592.1631,601.36739,592.37585,576.14478
292,Transportation,Biomass CO2,Biomass,,Passenger Cars,78628.1885,144982.773,206144.2824,414981.8392,436306.8044,468912.4752,438620.9454,595437.1346,592587.5563,622889.3628,630660.2457,634994.8048,656252.4305,783085.4253,774960.8344,728172.1428,707683.8106,725690.5552,741887.5594,750152.8676,781085.3534
293,Transportation,Biomass CO2,Biomass,,Light-Duty Trucks,42513.71378,82126.11491,119172.5632,254758.5741,294512.1555,386417.245,376937.014,550562.1685,561307.9664,604984.2593,622123.5909,638836.8852,686804.9675,845851.606,891568.6802,870126.1634,853819.6994,864762.7049,849359.381,789700.3899,769107.0533
294,Transportation,Biomass CO2,Biomass,,Heavy-Duty Trucks,4397.42948,7950.5267,10078.23921,19276.93821,20247.78403,23591.25385,21331.07754,29038.62912,25795.63979,24183.21131,21423.02523,17977.89765,16058.50212,17280.1587,15740.65758,42134.97912,121274.4483,124423.1476,123749.0918,239418.1873,287387.4448
295,Transportation,Biomass CO2,Biomass,,School Bus,112.91296,216.33827,288.2231,697.38567,877.18703,699.98683,605.57753,730.29962,652.64278,745.6697,699.82729,616.2203,483.84982,764.51671,770.5703,1184.73887,2925.01655,3146.85588,2711.0047,4688.6372,5740.89161
296,Transportation,Biomass CO2,Biomass,,Transit Bus,0,0,0,0,12.80769,14.89045,2.71049,3.44212,17.8442,18.74259,18.44149,5.44801,28.76283,5.94192,5.47285,629.78504,3928.51127,6283.37392,10660.62618,5977.70031,7430.47327
297,Transportation,Biomass CO2,Biomass,,Motorcycle,333.69735,568.6319,994.32728,2170.65823,2262.67672,2350.5065,2147.07375,3183.49159,3277.4388,3265.3197,3478.3246,2970.33365,3218.73138,4004.02291,4341.47531,4206.6613,4706.41615,8858.81494,9189.05471,9261.76207,8703.16067
298,Transportation,Biomass CO2,Biomass,,RV,2223.56245,4245.9754,5764.73686,11353.91104,11459.99598,12226.02531,10280.48263,13031.76771,12455.63337,12071.03454,11031.8956,9775.44586,8965.68851,9234.57272,7860.67012,6477.97323,6205.15083,5328.46959,4162.65386,5311.23362,5916.28586
299,Transportation,Biomass CO2,Biomass,,Federal Bus,0.22766,0.52754,0.5665,1.14549,1.21482,1.42785,1.29955,1.77168,1.72527,1.79723,1.79292,1.72377,1.80862,2.12211,2.12833,2.02143,1.96188,2.08105,2.2129,2.29162,2.44927
300,Transportation,Biomass CO2,Biomass,,Marine,4551.98443,9880.73708,10566.14766,10490.87164,11114.22521,14684.47301,12475.30116,17804.03068,16876.0843,18545.35443,17644.0405,16196.67406,22820.07241,28375.7252,21663.66014,30759.21194,30483.11392,27986.35289,26652.21479,25861.3217,27408.17643
301,Transportation,Biomass CO2,Biomass,,Military and Other Off-highway,0,0,0,0,0,0,2163.99462,25125.76828,22737.55852,2998.36299,2861.80544,2508.79503,3704.10618,23057.85475,3043.51696,3043.46727,37415.29796,26576.33897,24328.31445,21483.19785,27961.18024
302,Transportation,Biomass CO2,Biomass,,Other,6840.38649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
